Watershed,Site,SampleDate,Organization,UseOrder,Protocol,HitchDate,Hitch,Crew,VisitPhase,VisitStatus,VisitID,Panel,Category,StreamName,VisitObjective,SideChannel,VisitYear,x_albers,y_albers,LON_DD,LAT_DD,Stream,Elev_M,Block,OwnerType,ValleyClass,Channel_Type,Strah,HUC4,HUC5,HUC6,LEVEL3_NM,LEVEL4_NM,CEC_L1,CEC_L2,Ppt,CUMDRAINAG,NatClass,DistClass,DistPrin1,NatPrin1,NatPrin2,MeanU,Metric #,ModelVersion,GenerationDate,SlowWater_Area,SlowWater_Ct,SlowWater_Vol,SlowWater_Pct,FstTurb_Area,FstTurb_Ct,FstTurb_Vol,FstTurb_Pct,FstNT_Area,FstNT_Ct,FstNT_Vol,FstNT_Pct,Grad,Sin,Lgth_Wet,Area_Wet,Area_Bf,WetVol,WetWdth_Int,DetrendElev_SD,BfWdthInt,DpthThlwg_UF_CV,BfVol,Lgth_WetChnl,WetBraid,Lgth_BfChnl,BfBraid,Wet_QIsland_Ct,Bf_QIsland_Ct,DpthWet_SD,BfWdth_CV,BfWdth_Avg,BfWDRat_CV,BfWDRat_Avg,WetWdth_CV,WetWdth_Avg,WetWDRat_CV,WetWDRat_Avg,DpthBf_Max,DpthBf_Avg,BfSCWdth,WetSCWdth,SlowWater_Freq,FstTurb_Freq,FstNT_Freq,DpthThlwg_Avg,PoolResidDpth,WetSCL_Area,SCSm_Area,WetSC_Pct,SCSm_Freq,SCSm_Ct,SCSm_Vol,Q,SubEmbed_Avg,SubEmbed_SD,SubD16,SubD50,SubD84,SubLT2,SubLT6,Cond,Alk,RipCovBigTree,RipCovConif,RipCovGrnd,RipCovNonWood,RipCovUstory,RipCovWood,LWVol_Wet,LWVol_Bf,LWVol_WetSlow,LWVol_BfSlow,LWVol_WetFstTurb,LWVol_WetFstNT,DriftBioMass,RipCovCanNone,Ucut_Area,SolarSummr_Avg,RipCovUstoryNone,RipCovGrndNone,SubEstGrvl,FishCovLW,SubEstSandFines,LWFreq_Wet,FishCovTVeg,FishCovArt,FishCovNone,LWFreq_Bf,FishCovAqVeg,SubEstBldr,SubEstCbl,FishCovTotal,UcutLgth_Pct,UcutArea_Pct,SC_Area,SC_Area_Pct,ChnlUnitTotal_Ct,LWVol_BfFstNT,RS_name,Geo_Cond,CU_Ct,CU_Freq
Lemhi,CBW05583-050639,2011-06-29,Quantitative Consultants Inc,1,CHaMP 2011,2011-06-19,2011- Quantitative Consultants Inc - Local Crew,Local Crew,Data Approved,Released to Public,12,Rotating Panel 1,Hawley-Public,Hawley Creek,Primary Visit,No,2011,-1359335.65152,2533022.08036,-113.27388,44.67139,Hawley Creek,1889.55,Rotating Panel 1 - Hawley,Public Lands,Transport,Pool-riffle,3,17060204,1706020402,170602040202,17,17aa,6,6.2,3.75,114.931,MT - II.A.1.b,II.A.1,-0.32,0.37,1.93,12.27,2557647,0.0.4,NA,229.2835,4,49.405,35.4653,308.8971,3,55.9305,47.7798,108.3204,1,20.0253,16.7549,1.1502,1.0959,127.9908,646.5009,819.5208,125.3609,5.0512,0.5018,6.3717,0.1793,237.2975,127.9908,1,128.6186,1,0,0,0.092,0.1902,6.2397,0.3249,22.1631,0.1903,5.0505,0.3852,25.8346,0.6697,0.2772,NA,NA,3.1252,2.3439,0.7813,0.3025,0.1059,0,0,0,0,0,0,0.736,NA,NA,2,18,62,44.3333,50,240,135,0,0,84,33,0,51,0,0,0,0,0,0,0,100,NA,95.9329,100,16,48.0242,0,49.4349,0,18.474,0,36.8856,0,NA,0,2.541,18.7853,0,0,0,0,8,0,ucv_alluvial_fan,good,8,6.250449251039919
Lemhi,CBW05583-068047,2011-06-30,Quantitative Consultants Inc,2,CHaMP 2011,2011-06-19,2011- Quantitative Consultants Inc - Local Crew,Local Crew,Data Approved,Released to Public,13,Rotating Panel 1,Hawley-Public,Reservoir Creek,Primary Visit,No,2011,-1350005.26087,2532407.87788,-113.15649,44.68105,Reservoir Creek,2128.79,Rotating Panel 1 - Hawley,Public Lands,Source,Plane-bed,3,17060204,1706020402,170602040202,17,17e,6,6.2,4.75,34.12,MT - II.B.2,I.A,-1.69,-1.42,2.22,3.76,2557648,0.0.4,NA,32.545,2,11.9998,7.8889,379.9992,4,76.2338,92.1111,0,0,0,0,2.9876,1.2257,99.7477,412.6401,991.0878,88.2336,4.1368,0.8989,9.8563,0.298,173.1781,113.6328,1.1392,108.0765,1.0748,1,1,0.1218,0.7532,9.4333,1.0629,49.9056,0.4866,3.8733,0.8056,22.6024,0.988,0.1741,2.3757,2.2842,2.0051,4.0101,0,0.3393,0.2733,12.5999,0,3.0542,0,0,0,0.6688,NA,NA,10,46,83,7.9861,11.0833,151,70,0,NA,93.3,65.4,28.1,56,0,0,0,0,0,0,1e-4,100,NA,NA,71.9,6.7,53.2319,0.3074,9.6358,0,41.0577,0,60.4082,0,NA,3.4351,33.6971,54.2694,0,0,0,0,6,0,pcv_lowSin_planControlled_gravel_bed,good,6,6.015176289779113
Entiat,CBW05583-069291,2011-08-09,Terraqua Inc.,4,CHaMP 2011,2011-07-06,2011- Terraqua - Local Crew,Local Crew,Data Approved,Released to Public,14,Annual,Depositional-Public,Mad River,Primary Visit,No,2011,-1824857.2087,2989473.37618,-120.43742,47.77685,Mad River,595.16,Annual - Depositional-Public,Public Lands,Depositional,Confined,4,17020010,1702001001,170200100103,77,77f,6,6.2,6.79,139.55099,MT - II.B.1.a,II.B.1,1.36,-1.6,-0.31,91.84,2557649,0.0.4,NA,742.2275,5,319.4086,29.4811,1775.4095,4,686.4661,70.5189,0,0,0,0,3.1354,1.2212,233.6844,2519.4204,2956.8562,1005.9159,10.7813,0.4513,12.6646,0.2704,2193.02,233.6844,1,233.4744,1,0,0,0.1991,0.146,12.596,0.2193,16.5767,0.1508,10.7094,0.6608,29.6633,1.7494,0.7447,NA,NA,2.1396,1.7117,0,0.6237,0.3553,0,0,0,0,0,0,2.2725,NA,NA,20,80,200,8.3296,23.012,37.4,44,9.9,18.6,20.5,16.9,15.8,36.1,7.8821,24.3189,1.0091,5.4783,6.873,0,1e-4,83.3,NA,39.7173,84.2,79.5,18.0491,4.1599,3.5992,14.9775,5.1656,0,88.5295,51.3513,NA,26.9539,51.3978,11.4705,0,0,0,0,9,0,cv_step_cascade,intact,9,3.8513482286365712
Lemhi,CBW05583-084831,2011-07-18,Quantitative Consultants Inc,2,CHaMP 2011,2011-06-19,2011- Quantitative Consultants Inc - Local Crew,Local Crew,Data Approved,Released to Public,15,Rotating Panel 1,Agency-Private,Agency Creek,Primary Visit,No,2011,-1375068.38297,2568049.18896,-113.55061,44.95501,Agency Creek,1630.32,Rotating Panel 1 - Agency,Private Lands,Transport,Pool-riffle,3,17060204,1706020407,170602040703,17,17ab,6,6.2,3.24,67.841,MT - II.A.1.b,II.A.1,-0.42,-1.03,1.8,10.82,2557650,0.0.4,NA,290.3415,5,111.61,57.6374,96.411,3,24.1494,19.1391,116.9855,2,35.3569,23.2235,0.7917,1.9264,124.5357,503.738,546.082,171.1163,4.0449,0.3529,4.401,0.2883,164.1111,124.5357,1,124.082,1,0,0,0.1749,0.2271,4.3859,0.366,12.0374,0.2361,4.0144,0.4122,12.8367,1.0042,0.3306,NA,NA,4.0149,2.4089,1.606,0.5024,0.3919,0,0,0,0,0,0,0.6662,NA,NA,16,43,90,15.7143,25.3839,88.5,36,1,0,99,87.8,27.9,48.8,0,0,0,0,0,0,1e-4,90.3,NA,37.5619,72.1,1,47.6969,0,21.469,0,51.1412,0,45.8895,0,NA,0,30.8341,54.1105,0,0,0,0,10,0,ucv_lowSin_gravel_bed,good,10,8.029825985641065
Upper Grande Ronde,CBW05583-108010,2011-07-11,Columbia River Inter-Tribal Fish Commission,7,CHaMP 2011,2011-07-11,2011- CRITFC - Local Crew,Local Crew,Data Approved,Released to Public,16,Annual,Upper Grande Ronde Chinook,Limber Jim Creek,Primary Visit,No,2011,NA,NA,-118.3306,45.10338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2557651,0.0.4,NA,410.5588,10,118.1273,63.2272,203.3884,7,28.7996,31.3224,35.3917,1,4.6989,5.4504,1.3198,1.3402,160.8765,649.5272,1145.5694,151.6258,4.0374,0.4033,7.6747,0.3667,296.0282,160.8765,1,149.265,1,0,0,0.1474,0.2745,7.2687,0.5442,24.94,0.3404,4.0032,0.8218,27.0434,0.8883,0.2941,NA,NA,6.2159,4.3512,0.6216,0.3271,0.2595,0,0,0,0,0,0,0.392,NA,NA,2,24,81,8.4027,13.4735,56,44,1,16.55,75.9,74.3,9.8,22.5,18.793,19.3211,15.3939,15.9219,3.3992,0,1e-4,88.9,NA,73.7795,90.2,24.1,49.5541,6.9603,20.7665,41.6469,4.625,0.4654,86.1689,43.5116,NA,0.6696,29.0098,13.8311,0,0,0,0,18,0,ucv_lowSin_gravel_bed,good,18,11.188706865204054
Lemhi,CBW05583-136031,2011-07-29,Quantitative Consultants Inc,1,CHaMP 2011,2011-06-19,2011- Quantitative Consultants Inc - Local Crew,Local Crew,Data Approved,Released to Public,17,Rotating Panel 1,Agency-Public,Flume Creek,Primary Visit,No,2011,-1370855.95285,2570057.61754,-113.50272,44.97969,Flume Creek,1744.3,Rotating Panel 1 - Agency,Public Lands,Transport,Pool-riffle,2,17060204,1706020407,170602040703,17,17ad,6,6.2,4.51,25.92,MT - II.A.1.b,II.A.1,-0.42,-1.03,1.8,4.92,2557652,0.0.4,NA,171.3718,8,31.7636,27.4654,432.5711,9,58.8238,69.3273,20.0121,1,3.7619,3.2073,3.1858,1.1563,173.9174,623.955,936.8035,94.3492,3.5877,0.8486,5.5093,0.3964,169.2495,173.9174,1,170.0394,1,0,0,0.0938,0.4253,5.2805,0.5342,16.3141,0.3537,3.2643,0.6478,22.7138,0.7063,0.2182,NA,NA,4.5999,5.1749,0.575,0.2183,0.198,0,0,0,0,0,0,0.2101,NA,NA,23,45,80,11.1978,19.7252,39.4,24,22.6,1,84,47,55.5,127.6,0.5687,1.8213,0.1616,1.0405,0.4072,0,4e-4,64.9,NA,18.3509,44.5,16,56.2512,7.0199,13.7132,8.0498,51.3238,0,38.5074,20.1245,NA,0,30.0356,61.0174,0,0,0,0,18,0,cv_gravel_bed,good,18,10.34974073899449
Upper Grande Ronde,CBW05583-138554,2011-07-13,Columbia River Inter-Tribal Fish Commission,2,CHaMP 2011,2011-07-11,2011- CRITFC - Local Crew,Local Crew,Data Approved,Released to Public,18,Rotating Panel 1,Upper Grande Ronde Chinook,Sheep Creek,Primary Visit,No,2011,-1750218.39155,2660175.20786,-118.45523,45.06029,Sheep Creek,1332.26,Rotating Panel 1 - Upper Grande Ronde Chinook,Public Lands,Transport,Pool-riffle,3,17060104,1706010401,170601040105,11,11c,6,6.2,6.73,54.016,MT - I.A.2,I.B.1,-0.14,-0.63,0.28,10,2557653,0.0.4,NA,533.8314,8,130.2154,72.2952,204.5733,6,20.9638,27.7048,0,0,0,0,0.9713,1.2947,165.188,738.4054,1086.0716,151.1792,4.4701,0.2502,6.823,0.4746,346.739,192.365,1.1645,179.3728,1.1269,1,1,0.1381,0.2411,6.2874,0.3782,19.5507,0.2474,4.0581,0.7568,27.2111,1.076,0.3284,5.9572,2.5664,4.843,3.6322,0,0.3116,0.3561,57.46,0,7.7816,0,0,0,0.1732,NA,NA,2,25,52,6.8696,14.6087,51.4,32,5.9,40.1,96,96.5,22.5,44,11.1256,13.3355,10.4517,12.5106,0.6739,0,2e-4,78,NA,65.4227,77.5,4,55.2416,3.4159,9.0581,18.1611,3.9919,0,91.7613,22.3987,NA,0.4792,35.2211,8.9917,0,0,0,0,14,0,ucv_lowSin_gravel_bed,moderate,14,8.475191902559509
Entiat,CBW05583-167595,2011-08-12,Terraqua Inc.,5,CHaMP 2011,2011-07-06,2011- Terraqua - Local Crew,Local Crew,Data Approved,Released to Public,19,Rotating Panel 1,Depositional-Public,Mad River,Primary Visit,No,2011,-1824962.09957,2988127.74879,-120.43423,47.76481,Mad River,547.12,Rotating Panel 1 - Depositional-Public,Public Lands,Depositional,Confined,4,17020010,1702001001,170200100103,77,77f,6,6.2,6.94,160.19299,MT - II.B.1.a,II.B.1,1.36,-1.6,-0.31,98.15,2557654,0.0.4,NA,0,0,0,0,3151.7344,6,1051.6713,100,0,0,0,0,2.4313,1.7401,289.5762,3151.7342,3571.8553,1051.671,10.884,1.3629,12.4388,0.2374,1903.3489,289.5762,1,287.1532,1,0,0,0.1741,0.1708,12.4049,0.235,22.5882,0.1664,10.9362,0.3058,31.0335,1.2606,0.5412,NA,NA,0,2.072,0,0.5101,NA,0,0,0,0,0,0,1.7074,NA,NA,10,110,255,NA,NA,60.7,52,7.5,11.75,41,27.5,34.5,65.5,23.4033,31.231,0,0,23.4033,0,1e-4,82.5,NA,46.5622,65.5,59,34.7304,5.3884,8.2512,25.2093,11.2035,0,85.9071,40.0585,NA,23.4136,33.6048,16.5918,0,0,0,0,6,0,cv_coarse_plane_bed,intact,6,2.0719934856524813
Tucannon,CBW05583-169855,2011-08-07,Eco Logical Research,1,CHaMP 2011,2011-08-03,2011- Eco Logical Research - Local Crew,Local Crew,Data Approved,Released to Public,20,Annual,Treatment Reach 5-Treatment,Tucannon River,Primary Visit,No,2011,NA,NA,-117.657129,46.271112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2557655,0.0.4,NA,38.0108,2,18.23,1.6544,1327.7469,3,340.3623,57.7883,931.8492,4,324.9772,40.5574,1.0364,1.3056,248.7809,2297.6069,3076.9796,683.5695,9.2355,0.5109,12.283,0.3182,1587.9551,248.7809,1,250.508,1,0,0,0.184,0.2785,11.8523,0.5515,21.7789,0.1174,9.2269,0.4692,24.7925,1.3409,0.5188,NA,NA,0.8039,1.2059,1.6078,0.5187,0.1429,0,0,0,0,0,0,1.1613,NA,NA,27,73,138,0,2,66,44,9,4.5,68,34,50.5,111.8,15.0022,15.0022,1.8334,1.8334,3.5592,9.3741,1e-4,72.7,NA,68.0485,49.5,32,51.3925,16.0179,8.8712,10.049,17.8625,0,61.3055,15.6764,NA,3.0599,37.3354,38.814,0,0,0,0,9,9.3741,pcv_lowSin_wandering_cobble_bed,good,9,3.617641064888824
Entiat,CBW05583-173739,2011-07-06,Terraqua Inc.,1,CHaMP 2011,2011-07-06,2011- Terraqua - Local Crew,Local Crew,Data Approved,Released to Public,21,Rotating Panel 1,Source-Private,Stormy Creek,Primary Visit,No,2011,NA,NA,-120.388797,47.838258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2557656,0.0.4,NA,110.0753,10,20.8758,31.4021,172.1174,11,22.3403,49.1014,68.342,4,6.3975,19.4965,8.0743,1.0499,124.2531,350.1159,520.3777,49.6115,2.8178,0.2667,4.4619,0.6136,160.7127,124.2531,1,116.6275,1,0,0,0.12,0.2483,4.44,0.4215,13.8387,0.3077,2.9031,0.8666,29.7572,1.4308,0.333,NA,NA,8.0481,8.8529,3.2192,0.2168,0.2551,7.7519,0,2.2115,0,0,0,0.078,NA,NA,2,20,55,24.3529,37.0588,96.2,68,10,21,65.5,61.2,33.2,61.5,32.4825,41.0226,7.9657,11.4403,19.2216,5.2952,9e-4,76,NA,4.6512,66.8,34.5,41.9652,14.1612,16.2439,78.0665,12.6858,0,65.543,144.0608,NA,9.2683,32.5226,29.9659,0,0,0,0,25,7.2362,cv_steep_perennial_headwater,good,25,20.120222352601264
Lemhi,CBW05583-193375,2011-07-31,Quantitative Consultants Inc,1,CHaMP 2011,2011-06-19,2011- Quantitative Consultants Inc - Local Crew,Local Crew,Data Approved,Released to Public,22,Rotating Panel 1,Pattee-Public,Pattee Creek,Primary Visit,No,2011,NA,NA,-113.56564,44.996083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2557657,0.0.4,NA,75.8932,4,15.817,16.821,290.8158,8,42.7913,64.4567,84.471,2,13.6259,18.7222,2.4042,1.2532,127.41,461.4509,548.0635,72.3699,3.6218,0.4788,4.2981,0.33,153.0179,157.1441,1.2334,145.7112,1.1427,2,1,0.0874,0.2299,3.8565,0.3144,16.068,0.2726,3.1925,0.4232,20.9315,0.9067,0.2521,3.5094,2.2806,3.1395,6.2789,1.5697,0.2389,0.1883,53.1127,0,11.772,0,0,0,0.249,NA,NA,11,30,56,9.6773,20.1879,67.4,32,7.5,0,97.5,59.4,66.4,125.5,0.3626,0.4033,0.3422,0.3829,0.0204,0,5e-4,79,NA,42.1868,33.6,2.5,69.3732,5.4645,20.4284,7.8487,46.9642,0,45.6102,9.4184,NA,0,10.1983,54.3898,0,0,0,0,14,0,pcv_lowSin_planControlled_dfp,good,14,10.988148496978258
Lemhi,CBW05583-217551,2011-07-03,Quantitative Consultants Inc,1,CHaMP 2011,2011-06-19,2011- Quantitative Consultants Inc - Local Crew,Local Crew,Data Approved,Released to Public,23,Rotating Panel 1,Little Eightmile-Private,NA,Primary Visit,No,2011,NA,NA,-113.456871,44.744566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2557658,0.0.4,NA,15.0626,1,3.8023,4.3915,327.9294,2,64.9319,95.6085,0,0,0,0,2.0507,1.0435,115.7264,369.408,450.6934,69.2409,3.1921,0.6195,3.9014,0.3226,136.2807,115.7264,1,115.5212,1,0,0,0.0939,0.1584,3.8996,0.2683,11.6574,0.1747,3.1858,0.3983,15.9435,0.7465,0.3129,NA,NA,0.8641,1.7282,0,0.2857,0.0773,0,0,0,0,0,0,0.1819,NA,NA,2,27,74,2.2171,5.95,175,108,0,0,59.1,55.5,3.6,10.7,0.0488,0.0488,0,0,0.0488,0,NA,96.5,NA,71.195,96.4,40.9,40.4392,0.6016,21.5526,0.8641,12.8701,0,64.4638,0.8641,NA,0,38.0082,18.4717,0,0,0,0,3,0,ucv_alluvial_fan,poor,3,2.5923211989658363
Upper Grande Ronde,CBW05583-222719,2011-06-22,Oregon Department of Fish and Wildlife,1,CHaMP 2011,2011-06-15,2011- ODFW - Local Crew  - Grande Ronde,Local Crew  - Grande Ronde,Data Approved,Released to Public,24,Rotating Panel 1,Grande Ronde Steelhead-Source-Public,Summer Creek,Primary Visit,No,2011,-1695119.28913,2733136.32493,-117.98618,45.81365,Summer Creek,1371.3,Rotating Panel 1 - Grande Ronde Steelhead-Source-Public,Public Lands,Source,Cascade,1,17060104,1706010410,170601041001,11,11l,6,6.2,13.84,9.426,MT - I.A.2,I.B.1,0.33,-1.5,-0.2,7.43,2557659,0.0.4,NA,119.6029,5,21.0235,23.095,398.2717,11,66.0164,76.905,0,0,0,0,8.2825,1.0558,114.9593,638.3929,670.7614,90.3901,5.5532,0.5752,5.8183,0.4865,124.8978,114.9593,1,115.2843,1,0,0,0.1236,0.2047,5.8915,0.3726,19.3469,0.2248,5.6689,0.471,21.2002,0.9816,0.2255,NA,NA,4.3494,9.5686,0,0.295,0.2267,0,0,0,0,0,0,0.4641,NA,NA,1,36,105,19.7143,25.8571,22,20,8,23.25,63,47.6,25.1,52,56.0996,56.0996,17.4181,17.4181,38.6815,0,2e-4,88.5,NA,20.8021,74.9,36,36.4683,23.752,9.1147,87.8572,13.153,0,68.0927,133.9605,NA,15.8543,38.4506,36.905,0,0,0,0,16,0,cv_gravel_bed,good,16,13.91796922910978
Entiat,CBW05583-241323,2011-07-18,Terraqua Inc.,19,CHaMP 2011,2011-07-06,2011- Terraqua - Local Crew,Local Crew,Data Approved,Released to Public,25,Annual,Source-Public,Tillicum Creek,Primary Visit,No,2011,NA,NA,-120.410212,47.73788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2557660,0.0.4,NA,117.4895,6,28.7064,19.4997,485.0294,11,90.255,80.5003,0,0,0,0,4.1842,1.0562,163.7293,599.6196,759.1305,118.9613,3.6623,0.3816,4.6777,0.3254,248.4991,163.7293,1,162.2864,1,0,0,0.1205,0.1193,4.6513,0.2246,14.575,0.1592,3.6622,0.3044,17.944,1.0992,0.3251,NA,NA,3.6646,6.7184,0,0.3317,0.2658,0,0,0,0,0,0,0.7436,NA,NA,2,89,200,4.0884,8.9062,21.3,20,9.5,12.3,20.3,11.6,24.5,58.4,3.7039,5.6371,3.6429,3.7811,0.0611,0,3e-4,74.8,NA,5.9026,75.5,79.7,23.1195,5.1907,14.5613,7.9399,10.7286,0,76.0765,12.2153,NA,19.5648,42.5949,24.166,0,0,0,0,17,0,cv_occ_floodplain_pockets,moderate,17,10.382991926307632
Tucannon,CBW05583-256895,2011-08-03,Eco Logical Research,1,CHaMP 2011,2011-08-03,2011- Eco Logical Research - Local Crew,Local Crew,Data Approved,Released to Public,26,Rotating Panel 1,Tributary,Little Tucannon River,Primary Visit,No,2011,-1665020.82437,2773522.01833,-117.72699,46.22977,Little Tucannon River,875.82,Rotating Panel 1 - Tributary,Public Lands,Source,Plane-bed,2,17060107,1706010706,170601070603,11,11l,6,6.2,12.2,18.845,MT - I.A.2,I.B.2,-0.27,-1.43,-0.61,8.7,2557661,0.0.4,NA,19.2281,2,2.2194,5.1791,284.928,6,23.8277,76.7459,67.1055,3,7.0476,18.075,3.2872,1.0537,126.9015,371.2616,483.2529,33.0947,2.9256,0.4005,3.8192,0.2967,83.2554,126.9015,1,126.533,1,0,0,0.0619,0.1486,3.8126,0.2346,17.4024,0.1937,2.9201,0.3797,27.6942,0.4665,0.1835,NA,NA,1.576,4.7281,2.364,0.1619,0.043,0,0,0,0,0,0,0.0753,NA,NA,2,51,150,6.0068,9.6871,60,44,22.5,35.95,42.3,38.2,16.1,60.4,1.1158,1.1158,0,0,1.1158,0,0.001,59.8,NA,22.9508,83.9,57.7,46.474,5.1991,7.7325,4.7281,2.8225,0,91.4434,9.4562,NA,3.8274,41.9661,8.5566,0,0,0,0,11,0,pcv_lowSin_planControlled_dfp,moderate,11,8.668140250509254
Upper Grande Ronde,CBW05583-280042,2011-07-27,Columbia River Inter-Tribal Fish Commission,8,CHaMP 2011,2011-07-11,2011- CRITFC - Local Crew,Local Crew,Data Approved,Released to Public,27,Rotating Panel 1,Upper Grande Ronde Chinook,Grande Ronde River,Primary Visit,No,2011,-1738409.82091,2657051.89554,-118.30002,45.05775,Grande Ronde River,1401.83,Rotating Panel 1 - Upper Grande Ronde Chinook,Public Lands,Transport,Pool-riffle,3,17060104,1706010401,170601040103,11,11c,6,6.2,7.16,64.379,MT - I.A.2,I.B.1,-0.79,-1.12,0.46,17.53,2557662,0.0.4,NA,394.8692,6,144.4633,39.0009,617.593,5,139.1188,60.9991,0,0,0,0,0.6208,1.1365,163.123,1012.4622,1169.8011,283.5821,6.2067,0.2298,7.1327,0.3165,516.4013,163.123,1,164.0047,1,0,0,0.1494,0.0976,7.1049,0.2698,17.2986,0.1254,6.1452,0.4316,27.13,1.0433,0.4411,NA,NA,3.6782,3.0652,0,0.4253,0.2867,0,0,0,0,0,0,0.8431,NA,NA,4,39,70,12.8,19.7333,45.5,28,5.6,15.95,75.9,72.4,13.6,23.8,20.7109,21.7516,16.0594,16.0594,4.6514,0,2e-4,93.3,NA,86.4486,86.4,17.1,50.4052,1.3373,8.1066,25.1344,1.2794,1.9472,94.6901,28.8126,NA,1.616,39.8722,5.4732,0,0,0,0,11,0,ucv_lowSin_gravel_bed,moderate,11,6.743377696584786
Lemhi,CBW05583-258911,2011-08-01,Quantitative Consultants Inc,2,CHaMP 2011,2011-06-19,2011- Quantitative Consultants Inc - Local Crew,Local Crew,Data Approved,Released to Public,28,Rotating Panel 1,Pattee-Public,Pattee Creek,Primary Visit,No,2011,NA,NA,-113.565211,45.011465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2557663,0.0.4,NA,0,0,0,0,400.3344,6,46.6444,85.9908,65.2206,2,7.4793,14.0092,3.1607,1.1544,123.0925,465.555,566.2022,54.1237,3.7822,0.6205,4.655,0.4898,88.119,123.0925,1,121.634,1,0,0,0.0799,0.2689,4.3574,0.5306,20.5247,0.2137,3.4998,0.5113,22.5045,1.0271,0.1756,NA,NA,0,4.8744,1.6248,0.2011,NA,0,0,0,0,0,0,0.2133,NA,NA,12,32,70,NA,NA,56.1,28,11.5,0,82.5,50.1,56.1,126,0,0,0,0,0,0,2e-4,62.5,NA,34.9635,43.9,17.5,59.0183,1.6611,8.3928,0,25.7121,0,71.2451,0,NA,0.8521,31.7368,28.7549,0,0,0,0,8,0,cv_occ_floodplain_pockets,good,8,6.499177447854255
Entiat,CBW05583-259499,2011-07-20,Terraqua Inc.,9,CHaMP 2011,2011-07-06,2011- Terraqua - Local Crew,Local Crew,Data Approved,Released to Public,29,Annual,Source-Public,Lake Creek,Primary Visit,No,2011,NA,NA,-120.473214,47.973669,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2557664,0.0.4,NA,345.4273,4,127.9763,61.8837,212.7607,2,73.7693,38.1163,0,0,0,0,4.9775,1.241,122.7941,581.6488,704.6673,203.411,4.7368,0.5639,5.7732,0.2632,325.595,122.7941,1,122.0583,1,0,0,0.1802,0.215,5.7242,0.3256,12.0136,0.1698,4.6821,0.3064,13.7672,1.1785,0.4719,NA,NA,3.2575,1.6287,0,0.5352,0.3389,0,0,0,0,0,0,0.7781,NA,NA,2,48,150,12.5,16.6667,30.3,24,16.5,55.25,21.7,10.5,7.4,80.6,2.3136,3.8587,0.9313,1.927,1.3823,0,3e-4,38,NA,4.0393,92.6,78.3,24.9795,12.6318,40.8083,36.6467,5,0,74.6883,67.5928,NA,10.8496,23.3626,23.0742,0,0,0,0,6,0,cv_step_cascade,intact,6,4.886228247122623
Tucannon,CBW05583-310143,2011-08-05,Eco Logical Research,2,CHaMP 2011,2011-08-03,2011- Eco Logical Research - Local Crew,Local Crew,Data Approved,Released to Public,30,Annual,Tributary,Panjab Creek,Primary Visit,No,2011,NA,NA,-117.713116,46.1963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2557665,0.0.4,NA,12.5125,1,3.3213,2.0204,277.2208,5,52.6407,44.7628,329.5778,5,63.1357,53.2168,2.3215,1.135,125.4172,619.3223,1061.2219,119.0977,4.9381,0.5955,8.4219,0.2059,355.0834,125.4172,1,126.0071,1,0,0,0.1009,0.5198,7.0013,0.743,23.3747,0.2961,4.9296,0.5896,31.0715,1.4963,0.3098,NA,NA,0.7973,3.9867,3.9867,0.2932,0.0068,0,0,0,0,0,0,0.3754,NA,NA,3,48,132,3.3333,6.6667,50,32,3.7,11.45,75.3,69.8,21.2,35.8,2.6668,5.6682,0.0598,0.0598,0.6203,1.9867,2e-4,90.9,NA,44.8787,78.8,24.7,52.616,17.3374,7.133,13.5548,14.4659,0,68.1331,34.2856,NA,1.5628,38.6883,32.3695,0,0,0,0,11,3.1597,pcv_lowSin_planControlled_dfp,moderate,11,8.770726822158366
