ObjectID,GlobalID,Channel Unit Type,Channel Unit Number,Channel Segment Number,Maximum Depth (m),Thalweg Exit Depth (m),Overhanging Cover,Aquatic Vegetation,Woody Debris Cover,Artificial Cover,Total No Cover,Pebble 1 (mm),Pebble 2 (mm),Pebble 3 (mm),Pebble 4 (mm),Pebble 5 (mm),Pebble 6 (mm),Pebble 7 (mm),Pebble 8 (mm),Pebble 9 (mm),Pebble 10 (mm),Pebble 11 (mm),Sand/Fines 2mm,Gravel 2-64mm,Cobble 64-256mm,Boulder 256mm,ParentGlobalID,CreationDate,Creator,EditDate,Editor
291,dfe2ebe5-4986-4abe-8d43-702b2c9ef6f8,Pool,288,1,,0.63,,0.1,0.1,,0.9,,,,,,,,,,,,90,10,,,8283f953-20ae-4fdd-9e33-feef42407684,5/22/2019 14:16,richie@qcinc.org,5/22/2019 14:16,richie@qcinc.org
292,08deb893-6d82-44fa-bd18-7819fbf246bd,Riffle,289,1,0.21,0.19,,,,,1,,,,,,,,,,,,30,60,10,,8283f953-20ae-4fdd-9e33-feef42407684,5/22/2019 14:16,richie@qcinc.org,5/22/2019 14:16,richie@qcinc.org
293,b6975f3d-6c2e-4a83-a9e2-43dae1386af2,Pool,290,1,0.66,0.19,,,,,1,,,,,,,,,,,,90,10,,,8283f953-20ae-4fdd-9e33-feef42407684,5/22/2019 14:16,richie@qcinc.org,5/22/2019 14:16,richie@qcinc.org
294,7cbe23d7-ac9f-40f5-9d47-d0aa0624993c,Riffle,291,1,,0.2,,0.1,,,0.9,,,,,,,,,,,,20,70,10,,8283f953-20ae-4fdd-9e33-feef42407684,5/22/2019 14:16,richie@qcinc.org,5/22/2019 14:16,richie@qcinc.org
295,6b929596-d962-4b7f-8a33-c28c19b45927,Pool,292,1,0.53,0.2,0.1,0.1,0.1,,0.9,,,,,,,,,,,,90,10,,,8283f953-20ae-4fdd-9e33-feef42407684,5/22/2019 14:16,richie@qcinc.org,5/22/2019 14:16,richie@qcinc.org
296,c979ef19-d102-4f7d-850a-4a79c154e46b,Riffle,293,1,0.35,0.35,,,,,1,,,,,,,,,,,,50,50,,,8283f953-20ae-4fdd-9e33-feef42407684,5/22/2019 14:16,richie@qcinc.org,5/22/2019 14:16,richie@qcinc.org
297,cba425ac-bf85-4b03-aacd-d6f7eea6023a,Pool,294,1,0.64,0.23,,0.2,,,0.8,,,,,,,,,,,,90,,10,,8283f953-20ae-4fdd-9e33-feef42407684,5/22/2019 14:16,richie@qcinc.org,5/22/2019 14:16,richie@qcinc.org
298,93876a68-cf6a-4d8f-a19f-8f198f716cc3,Riffle,295,1,,0.275,,0.1,,,0.9,,,,,,,,,,,,80,10,10,,8283f953-20ae-4fdd-9e33-feef42407684,5/22/2019 14:16,richie@qcinc.org,5/22/2019 14:16,richie@qcinc.org
299,da23cd61-80e9-4a59-b5d1-e32f0a8b3694,Pool,296,1,0.51,0.2,0.1,0.1,,,0.9,,,,,,,,,,,,90,10,,,8283f953-20ae-4fdd-9e33-feef42407684,5/22/2019 14:16,richie@qcinc.org,5/22/2019 14:16,richie@qcinc.org
300,f1b75d8f-6f62-4712-a24a-1e02b72a3567,Riffle,297,1,0.18,0.18,,0.1,,,0.9,,,,,,,,,,,,70,20,10,,8283f953-20ae-4fdd-9e33-feef42407684,5/22/2019 14:16,richie@qcinc.org,5/22/2019 14:16,richie@qcinc.org
301,51554bca-b132-4127-b1e6-4e36ce5be6fb,Pool,298,1,0.43,0.2,,0.2,,,0.8,,,,,,,,,,,,90,,10,,8283f953-20ae-4fdd-9e33-feef42407684,5/22/2019 14:16,richie@qcinc.org,5/22/2019 14:16,richie@qcinc.org
302,14490e0d-c81f-47da-a82f-95c6462ac7d2,Riffle,299,1,0.2,0.17,,0.2,0.1,,0.8,,,,,,,,,,,,50,30,20,,8283f953-20ae-4fdd-9e33-feef42407684,5/22/2019 14:16,richie@qcinc.org,5/22/2019 14:16,richie@qcinc.org
303,cbfa263b-222a-4b55-96e5-968f235be726,OCA,300,1,0.11,0.11,0.2,0.1,,,0.7,,,,,,,,,,,,100,,,,8283f953-20ae-4fdd-9e33-feef42407684,5/22/2019 14:16,richie@qcinc.org,5/22/2019 14:16,richie@qcinc.org
304,4cc19236-adb8-4d9e-a162-89450e38ee4a,Pool,301,1,0.46,0.26,,0.2,,,0.8,,,,,,,,,,,,90,10,,,8283f953-20ae-4fdd-9e33-feef42407684,5/22/2019 14:16,richie@qcinc.org,5/22/2019 14:16,richie@qcinc.org
305,9a778779-ce0f-4184-9262-ec532fe603c9,Riffle,302,1,0.47,0.26,0.1,0.5,,,0.5,,,,,,,,,,,,60,30,10,,8283f953-20ae-4fdd-9e33-feef42407684,5/22/2019 14:16,richie@qcinc.org,5/22/2019 14:16,richie@qcinc.org
306,3dfbe43f-55e0-4e32-b42e-2eac51d8bf7a,SSC,303,10,0.27,0.13,0.1,0.2,0.1,,0.7,,,,,,,,,,,,80,10,10,,8283f953-20ae-4fdd-9e33-feef42407684,5/22/2019 14:16,richie@qcinc.org,5/22/2019 14:16,richie@qcinc.org
307,7dbdd5dc-8ce5-43aa-9634-27bcef190900,Pool,304,1,0.5,0.15,,0.2,,,0.8,,,,,,,,,,,,90,10,,,8283f953-20ae-4fdd-9e33-feef42407684,5/22/2019 14:16,richie@qcinc.org,5/22/2019 14:16,richie@qcinc.org
308,6956f684-41ad-40fd-8ff1-06fad70ac412,Riffle,305,1,0.17,0.14,,0.1,,,0.9,,,,,,,,,,,,20,60,20,,8283f953-20ae-4fdd-9e33-feef42407684,5/22/2019 14:16,richie@qcinc.org,5/22/2019 14:16,richie@qcinc.org
309,85d37a1e-8866-4606-a348-f86b52b49245,Pool,306,1,0.59,0.15,0.4,0.1,0.1,,0.5,,,,,,,,,,,,90,10,,,8283f953-20ae-4fdd-9e33-feef42407684,5/22/2019 14:16,richie@qcinc.org,5/22/2019 14:16,richie@qcinc.org
310,bd7ee7b3-f8f7-43e0-bd30-2a28eef7384a,Riffle,307,1,0.2,0.17,,0.1,,,0.9,,,,,,,,,,,,60,30,10,,8283f953-20ae-4fdd-9e33-feef42407684,5/22/2019 14:16,richie@qcinc.org,5/22/2019 14:16,richie@qcinc.org
311,def5cf8a-7340-4b0b-855c-7937a238b1f8,Pool,308,1,0.54,0.28,,,,,1,,,,,,,,,,,,90,10,,,8283f953-20ae-4fdd-9e33-feef42407684,5/22/2019 14:16,richie@qcinc.org,5/22/2019 14:16,richie@qcinc.org
312,b4a5f3a9-ae6e-4ff0-96e7-b179f202f364,Riffle,309,1,0.23,0.16,,0.1,,,0.9,,,,,,,,,,,,50,30,20,,8283f953-20ae-4fdd-9e33-feef42407684,5/22/2019 14:16,richie@qcinc.org,5/22/2019 14:16,richie@qcinc.org
313,297a24d3-7092-4afd-bd84-84266ff7d0a0,SSC,310,10,0.4,0.2,,0.2,0.1,,0.7,,,,,,,,,,,,100,,,,8283f953-20ae-4fdd-9e33-feef42407684,5/22/2019 14:16,richie@qcinc.org,5/22/2019 14:16,richie@qcinc.org
314,6d3cc152-b429-4461-9e46-8079ee9251c0,Pool,311,1,0.45,0.14,,0.1,,,0.9,,,,,,,,,,,,90,10,,,8283f953-20ae-4fdd-9e33-feef42407684,5/22/2019 14:16,richie@qcinc.org,5/22/2019 14:16,richie@qcinc.org
315,abbecc39-882d-4969-af4b-cdc9d7e9acbc,Riffle,312,1,0.2,0.2,,,,,0.9,,,,,,,,,,,,50,40,10,,8283f953-20ae-4fdd-9e33-feef42407684,5/22/2019 14:16,richie@qcinc.org,5/22/2019 14:16,richie@qcinc.org
316,bd6dd290-f004-4318-b11f-3eeebf92f446,Pool,313,1,0.48,0.16,0.1,0.1,0.1,,0.8,,,,,,,,,,,,80,10,10,,8283f953-20ae-4fdd-9e33-feef42407684,5/22/2019 14:16,richie@qcinc.org,5/22/2019 14:16,richie@qcinc.org
317,5da0e11d-6c0c-49d2-8fe0-06c8b942475b,Riffle,314,1,0.25,0.2,0.1,0.1,,,0.9,,,,,,,,,,,,70,10,20,,8283f953-20ae-4fdd-9e33-feef42407684,5/22/2019 14:16,richie@qcinc.org,5/22/2019 14:16,richie@qcinc.org
